tid,court_type,court,date,numcitedby,numcites,topical,issues,matched_queries,title,headline
45713715,SC,Supreme Court of India,2013-03-21,19,39,False,126v135,sc_core,"State Of Mahrashtra vs Fazal Rehman Abdul on 21 March, 2013","State Of Mahrashtra vs Fazal Rehman Abdul on 21 March, 2013    Equivalent citations: AIRONLINE 2013"
872538,SC,Supreme Court of India,2009-04-09,19,8,True,appeal-127,sc_127,"West Bengal State <b>Electricity</b> Board vs Gajendra Haldea & Ors on 9 April, 2009",appreciate the rival submissions  <b>Section</b> 111  needs to be  noted. The same reads as follows:             &quot;111. <b>Appeal</b> to Appellate Tribunal.-(1) Any person       aggrieved ... unde
359516,SC,Supreme Court of India,1990-02-09,19,18,False,appeal-127,sc_127,"Management Of M/S M.S. Nally ... vs State Of Bihar & Ors on 9 February, 1990",Management Of M/S M.S. Nally ... vs State Of Bihar &amp; Ors on 9
5416696,SC,Supreme Court of India,2021-03-26,18,140,False,126v135,sc_core,"Tata Consultancy Services Limited vs Cyrus Investments Pvt Ltd on 26 March, 2021","Tata Consultancy Services Limited vs Cyrus Investments Pvt Ltd on 26 March, 2021    Equivalent citations"
60477445,SC,Supreme Court of India,2021-05-21,17,183,False,126v135,sc_core,"Lalit Kumar Jain vs Union Of India on 21 May, 2021","Lalit Kumar Jain vs Union Of India on 21 May, 2021    Equivalent citations: AIRONLINE 2021"
12823358,SC,Supreme Court of India,2022-12-16,16,39,True,126v135|appeal-127|assessment-126|mensrea-135,sc_127|sc_assess|sc_core|sc_theft,"Kerala State <b>Electricity</b> Board vs Thomas Joseph Alias Thomas M. J. on 16 December, 2022",<b>Section</b> <b>126</b>  of the Act for the period specified in  <b>Section</b> <b>126</b>(5)  and at the rate specified in  <b>Section</b> <b>126</b> ... <b>Section</b> <b>126</b>  of the Act for t
163298045,SC,Supreme Court of India,2013-10-03,16,29,True,appeal-127,sc_127,"H.P.St.<b>Electricity</b> Regulatory Comm. ... vs H.P.State <b>Electricity</b> Board on 3 October, 2013",time being in force].”          15. <b>Section</b> 111 provides for an <b>appeal</b> to the appellate tribunal.  Sub-         <b>Sections</b> (1) and (2) being relevant for  the  present ... under    
628354,SC,Supreme Court of India,2008-08-13,15,15,True,appeal-127,sc_127,"Grid Cropration Of Orissa Ltd vs Gajendra Haldea & Ors on 13 August, 2008",conceived because the <b>appeal</b> in terms of sub-<b>section</b> (1) of   <b>Section</b> 111  has to fulfill the following requirements.         &quot;111. <b>Appeal</b> to Appellate Tribunal ... un
286982,SC,Supreme Court of India,1954-02-10,14,36,True,appeal-127,sc_127,"The Rajahmundry <b>Electric</b> ... vs The State Of Andhra on 10 February, 1954","The Rajahmundry <b>Electric</b> ... vs The State Of Andhra on 10 February, 1954    Equivalent citations: 1954"
13122594,SC,Supreme Court of India,2019-12-18,13,58,False,mensrea-135,sc_theft,"Kanwar Pal Singh vs The State Of Uttar Pradesh on 18 December, 2019","Kanwar Pal Singh vs The State Of Uttar Pradesh on 18 December, 2019    Equivalent citations"
1631486,SC,Supreme Court of India,1965-09-22,9,6,False,mensrea-135,sc_theft,"Jagarnath Singh vs B. S. Ramaswamy on 22 September, 1965","Jagarnath Singh vs B. S. Ramaswamy on 22 September, 1965    Equivalent citations: 1966 AIR 849"
43057414,SC,Supreme Court of India,2014-12-03,6,31,False,126v135|appeal-127,sc_127|sc_core,"Prafulla C.Dave & Ors vs Municipal Commrs.& Ors on 3 December, 2014","Prafulla C.Dave &amp; Ors vs Municipal Commrs.&amp; Ors on 3 December, 2014    Equivalent"
38752460,SC,Supreme Court of India,2022-02-14,6,30,False,126v135|appeal-127,sc_127|sc_core,"The Kolhapur Municipal Corporation vs Vasant Mahadev Patil (Dead) Thru Lr on 14 February, 2022","The Kolhapur Municipal Corporation vs Vasant Mahadev Patil (Dead) Thru Lr on 14 February, 2022"
164765023,SC,Supreme Court of India,2020-03-19,5,37,False,jurisdiction-145-154,sc_145_154,"Food Corporation Of India vs Brihanmumbai Mahanagar Palika on 19 March, 2020",above judgment while  interpreting  <b>Section</b> <b>154</b>  has held that                         proviso to   <b>Section</b> <b>154</b>  shall be applicable for taxing property  owned    by    His
1290281,SC,Supreme Court of India,2008-12-03,5,9,False,jurisdiction-145-154,sc_145_154,"Arun B. Khanjire vs The Ichalkaranji Urban Coop. Bank & Ors on 3 December, 2008",have been passed contrary       to   the    provisions          of     Sub-<b>section</b>      (2A)    of        <b>Section</b>     <b>154</b>     of     the    aforesaid      Act.    Mr.Gupta       u
43074463,SC,Supreme Court of India,2011-10-20,4,32,False,126v135|appeal-127|assessment-126|mensrea-135,sc_127|sc_assess|sc_core|sc_theft,"The Executive Engineer vs M/S Sri Seetaram Ricemill on 20 October, 2011",terms   of   Sub-<b>sections</b>   (5)   and   (6)   of   <b>Section</b>   <b>126</b>   of   the   2003      Act.   The  Explanation to  <b>Section</b>  <b>126</b> is of  some ... <b>Sections</b> <b>1
107947830,SC,Supreme Court of India,2022-10-18,4,23,True,126v135|assessment-126,sc_assess|sc_core,"Bses Rajdhani Power Ltd. vs Delhi <b>Electricity</b> Regulatory ... on 18 October, 2022","Bses Rajdhani Power Ltd. vs Delhi <b>Electricity</b> Regulatory ... on 18 October, 2022    Author:  S. Abdul"
1796745,SC,Supreme Court of India,1967-03-21,4,21,True,126v135,sc_core,"Shahdara (Delhi) Saharanpur Light ... vs The Municipal Board, Saharanpur on 21 March, 1967","Shahdara (Delhi) Saharanpur Light ... vs The Municipal Board, Saharanpur on 21 March, 1967    Equivalent citations"
1348607,SC,Supreme Court of India,2011-05-24,4,6,False,126v135,sc_core,"Rajput Jabbarsingh Malaji vs State Of Gujarat on 24 May, 2011","Rajput Jabbarsingh Malaji vs State Of Gujarat on 24 May, 2011    Equivalent citations: 2011 AIR"
129876804,SC,Supreme Court of India,2023-03-03,4,48,True,appeal-127,sc_127,"Maharashtra State <b>Electricity</b> ... vs Adani Power Maharashtra Limited on 3 March, 2023","Maharashtra State <b>Electricity</b> ... vs Adani Power Maharashtra Limited on 3 March, 2023    Author:  B.R"
735362,SC,Supreme Court of India,1962-07-27,4,2,True,mensrea-135,sc_theft,"Jabalpur <b>Electric</b> Supply Co vs Sambhu Prasad Srivastava & Others on 27 July, 1962","Jabalpur <b>Electric</b> Supply Co vs Sambhu Prasad Srivastava &amp; Others on 27 July, 1962    Equivalent"
165550376,SC,Supreme Court of India,2021-04-19,3,13,True,126v135,sc_core,"M.K. Ranjitsinh vs Union Of India on 19 April, 2021","invite the  attention of each <b>electricity</b> utility engaged in the generation  of power, to  <b>Section</b> <b>135</b>  of the Companies Act, 2013, which  imposes corporate"
5577234,SC,Supreme Court of India,2019-08-19,3,7,True,126v135|compounding-152,sc_152|sc_core,"Saleem Ahmed vs State on 19 August, 2019","against  the appellant on 21.03.2015 under  <b>Section</b> <b>135</b>  of  the <b>Electricity</b> Act in P.S. Malviya Nagar, South  Delhi in relation to the same"
759180,SC,Supreme Court of India,2008-12-08,3,3,True,126v135|appeal-127,sc_127|sc_core,"Chairman, W.B.S.<b>Electricity</b> Board & ... vs Syed Mukbul Hossain & Ors on 8 December, 2008","followed. The Division  Bench held that under <b>Section</b> <b>126</b> of the concerned  <b>Electricity</b> Act, 2003   the writ petitioner had a right of filing ... objection thereof which has been "
46121323,SC,Supreme Court of India,2019-02-27,3,105,False,126v135|appeal-127|mensrea-135,sc_127|sc_core|sc_theft,"Department Of Customes vs Sharad Gandhi Proprietor on 27 February, 2019","Department Of Customes vs Sharad Gandhi Proprietor on 27 February, 2019    Equivalent citations: AIRONLINE 2019"
39266,SC,Supreme Court of India,2011-10-14,3,58,False,126v135,sc_core,"Vasanth Sreedhar Kulkarni & Ors vs State Of Karnataka & Ors on 14 October, 2011","Vasanth Sreedhar Kulkarni &amp; Ors vs State Of Karnataka &amp; Ors on 14 October, 2011"
30111736,SC,Supreme Court of India,2017-02-08,3,0,False,appeal-127,sc_127,"Sushila Kumari vs Col. Satish Chander on 8 February, 2017",That the petitioner as well as  Col.Satish  Chander  have  filed  <b>appeal</b> before this Hon&#x27;ble Court for increase of the  grant  of  marriage ... petitioner has filed  a  suit  under  <b>sec
60515502,SC,Supreme Court of India,2023-05-04,3,65,True,jurisdiction-145-154,sc_145_154,"Kailash Vijayvargiya vs Rajlakshmi Chaudhuri on 4 May, 2023",applications under  <b>Sections</b> <b>154</b>(1)  and  <b>154</b>(3)  and that the petition under  <b>Section</b> 156(3)  should be supported by an affidavit ... from  <b>Section</b> <b>154</b>  to  
50154006,SC,Supreme Court of India,2022-11-07,3,60,False,jurisdiction-145-154,sc_145_154,"Municipal Corporation Of Greater ... vs Property Owners Association on 7 November, 2022",clause (e)s of sub­             <b>section</b> (1A) and sub­<b>section</b> (1B) of  <b>section</b> <b>154</b>  of the             Mumbai Municipal Corporation ... clause (e) of sub­<b>section</b> (1A)
571227,SC,Supreme Court of India,1974-04-03,3,20,False,jurisdiction-145-154,sc_145_154,"Kesho Ram vs Delhi Administration on 3 April, 1974",animal  u/s 161  possible without notice  u/s. <b>154</b>  for recovery of milk tax--If notice optional.    HEADNOTE: The  appellant was convicted   ... provisions of  <b>Section</b> <b>154</b>  and  
378447,SC,Supreme Court of India,1997-09-09,3,13,False,jurisdiction-145-154,sc_145_154,"Shanti Devi (Smt) vs State Of U.P. And Ors. on 9 September, 1997",whereas no such words were used in  <b>Section</b> <b>154</b>  or  <b>Section</b> 163  and  <b>Section</b> 163  permitted the Gaon Sabha to acquire ... confirmation order passed under <b>Section</b> 2
165064171,SC,Supreme Court of India,2011-03-17,2,8,False,126v135,sc_core,"Municipal Corp.Of Greater Bombay & Anr vs Yeshwant Jagannath Vaity & Ors on 17 March, 2011",Municipal Corp.Of Greater Bombay &amp; Anr vs Yeshwant Jagannath Vaity &amp; Ors on 17
1726058,SC,Supreme Court of India,1979-01-11,2,7,False,jurisdiction-145-154,sc_145_154,"Kripashanker vs Director Of Consolidation And Ors. on 11 January, 1979","this appeal directly arises for our determination. Two <b>Sections</b>, namely  <b>Section</b> <b>154</b>  and  <b>Section</b> 163  of the Act are material ... <b>Section</b> 163  and all that  <b>Sec"
11866689,SC,Supreme Court of India,2019-07-23,1,13,True,126v135,sc_core,"Shri A.M.C.S Swamy Ade/Dpe/Hyd ... vs Mehdi Agah Karbalai on 23 July, 2019","mandated under   proviso to  <b>Section</b> <b>135</b> (1- A) of the Indian <b>Electricity</b> (Amendment) Act,   2007 .      <b>Section</b> <b>135</b> (1- A) of the Indian <b>Electricity</b> ... prov"
145620674,SC,Supreme Court of India,2023-05-08,1,15,True,126v135,sc_core,"Godrej And Boyce Mfg.Co.Ltd. vs Mun.Corp.Of Gr.Mumbai . on 8 May, 2023","fact, the last limb of clause (b) of  sub-<b>section</b> (1) of <b>Section</b> <b>126</b> uses both the expressions, namely    (i) development ... roads, streets, open spaces,            parks, recrea"
117909776,SC,Supreme Court of India,1972-09-28,1,17,False,126v135,sc_core,"Union Of India (Uoi) vs Sri Sarada Mills Ltd. on 28 September, 1972","Union Of India (Uoi) vs Sri Sarada Mills Ltd. on 28 September, 1972    Equivalent citations"
1334078,SC,Supreme Court of India,1993-11-26,1,16,False,126v135,sc_core,"Babubhai Ranchodbhaipatel vs State Of Gujarat on 26 November, 1993","Babubhai Ranchodbhaipatel vs State Of Gujarat on 26 November, 1993    Equivalent citations: 1994 AIR 1400"
778854,SC,Supreme Court of India,2009-04-09,1,8,True,appeal-127,sc_127,"Central <b>Electricity</b> Regulatory Comm vs Gajendra Haldea & Ors on 9 April, 2009",appreciate the rival submissions  <b>Section</b> 111  needs to be  noted. The same reads as follows:             &quot;111. <b>Appeal</b> to Appellate Tribunal.-(1) Any person       aggrieved ... unde
360076,SC,Supreme Court of India,2009-04-09,1,8,True,appeal-127,sc_127,"West Bengal <b>Electricity</b> Regulatory ... vs Gajendra Haldea & Ors on 9 April, 2009",appreciate the rival submissions  <b>Section</b> 111  needs to be  noted. The same reads as follows:             &quot;111. <b>Appeal</b> to Appellate Tribunal.-(1) Any person       aggrieved ... unde
155504386,SC,Supreme Court of India,2019-09-17,1,9,False,appeal-127,sc_127,"Sri Ganapathi Dev Temple Trust vs Balakrishna Bhat (D) Thr. Lrs. . on 17 September, 2019","Sri Ganapathi Dev Temple Trust vs Balakrishna Bhat (D) Thr. Lrs. . on 17 September, 2019"
67749676,SC,Supreme Court of India,2018-02-15,0,5,True,126v135|appeal-127,sc_127|sc_core,"Maharashtra State ... vs Appellate Authority . on 15 February, 2018","making     of   provisional      assessment    by     the  appellant under  <b>Section</b> <b>126</b>  of the <b>Electricity</b> Act,  2003 (for short “the Act”) for the unauthorized ... <b>126</b>  o"
60000576,SC,Supreme Court of India,2014-01-29,0,40,True,126v135,sc_core,"Vishal Agrawal & Anr vs Chattisgarh State <b>Electricity</b> Board ... on 29 January, 2014",punishable  under                   <b>Sections</b> <b>135</b>  to  140  or  <b>Sections</b> 150  shall be cognizable and                  non-bailable.”         8.     As per unamended <b>Section</b>
123026760,SC,Supreme Court of India,2019-03-12,0,3,True,126v135|compounding-152,sc_152|sc_core,"Mukesh Chand vs The State (Nct) Of Delhi on 12 March, 2019","short  point.    4.     The appellant was a consumer of <b>electricity</b>.  He, therefore, obtained one <b>electricity</b> connection  from     respondent No. 2 ­ BSES Rajdhani Power  Limited(hereina"
130998716,SC,Supreme Court of India,2026-05-20,0,50,True,126v135,sc_core,"Brihanmumbai Municipal Corporation vs Vijay Nagar Apartments on 20 May, 2026","provides three different  methods for acquisition of such land. First, under <b>Section</b>  <b>126</b>(1)(a), the appropriate authority may acquire land reserved for  public ... lessee by paying an a"
69986506,SC,Supreme Court of India,2026-05-27,0,116,False,126v135|mensrea-135,sc_core|sc_theft,"Dineshchand Surana vs Uco Bank on 27 May, 2026","Dineshchand Surana vs Uco Bank on 27 May, 2026    2026 INSC 579                                                   REPORTABLE                                 IN THE"
170545247,SC,Supreme Court of India,2024-10-03,0,93,False,126v135,sc_core,"Chief Commissioner Of Central Goods And ... vs M/S Safari Retreats Private Limited on 3 October, 2024",Chief Commissioner Of Central Goods And ... vs M/S Safari Retreats Private Limited on 3
58244430,SC,Supreme Court of India,2023-09-26,0,59,False,126v135,sc_core,"Cpl Ashish Kumar Chauhan (Retd.) vs Commanding Officer on 26 September, 2023","Cpl Ashish Kumar Chauhan (Retd.) vs Commanding Officer on 26 September, 2023    Author:  S. Ravindra"
151591199,SC,Supreme Court of India,2024-12-20,0,33,False,126v135|appeal-127,sc_127|sc_core,"China Development Bank vs Doha Bank Q.P.S.C on 20 December, 2024","China Development Bank vs Doha Bank Q.P.S.C on 20 December, 2024    Author"
182456477,SC,Supreme Court of India,2024-07-23,0,46,False,126v135,sc_core,"Brs Ventures Investments Ltd vs Srei Infrastructure Finance Limited on 23 July, 2024","Brs Ventures Investments Ltd vs Srei Infrastructure Finance Limited on 23 July, 2024    Author:  Abhay"
183861511,SC,Supreme Court of India,2003-08-27,0,36,False,126v135,sc_core,"Balram Kumawat vs Union Of India & Ors. on 27 August, 2003","Balram Kumawat vs Union Of India &amp; Ors. on 27 August, 2003    Author:  S.B"
96843741,SC,Supreme Court of India,2024-11-22,0,26,False,126v135,sc_core,"Ramakant Ambalal Choksi vs Harish Ambalal Choksi on 22 November, 2024","Ramakant Ambalal Choksi vs Harish Ambalal Choksi on 22 November, 2024    2024 INSC 910                                                                                              Reportable"
197139120,SC,Supreme Court of India,2025-12-19,0,11,False,126v135,sc_core,"M.K. Ranjitsinh vs Union Of India on 19 December, 2025","M.K. Ranjitsinh vs Union Of India on 19 December, 2025    Author:  Pamidighantam Sri Narasimha"
132735496,SC,Supreme Court of India,2016-05-27,0,13,False,126v135,sc_core,"Star Sports India Pvt Ltd vs Prasar Bharti & Ors on 27 May, 2016","Star Sports India Pvt Ltd vs Prasar Bharti &amp; Ors on 27 May, 2016    Equivalent"
59977292,SC,Supreme Court of India,2024-07-08,0,8,False,126v135,sc_core,"Suresh Dattu Bhojane vs The State Of Maharashtra on 8 July, 2024","Suresh Dattu Bhojane vs The State Of Maharashtra on 8 July, 2024    Author:  Pankaj Mithal"
77142986,SC,Supreme Court of India,2025-07-14,0,93,True,appeal-127,sc_127,"Torrent Power Limited vs U.P. <b>Electricity</b> Regulatory ... on 14 July, 2025","Torrent Power Limited vs U.P. <b>Electricity</b> Regulatory ... on 14 July, 2025     2025 INSC 838"
